id,title,author,isbn,parent_genre,genre,sub_genre,price,pages,publisher,year,description
117,Harry Potter and the Chamber of Secrets,J.K. Rowling,9781836675257,Children & Young Adult,Children's Books,"Fantasy, Science Fiction & Horror",3.28,365,Scholastic,1964,Un relato profundo y emotivo que explora la condición humana con maestría literaria.
118,Harry Potter and the Chamber of Secrets,J.K. Rowling,9789102290148,Children & Young Adult,Children's Books,"Fantasy, Science Fiction & Horror",4.29,488,HarperCollins,2006,Una novela que desafía convenciones y ofrece una perspectiva fresca y reveladora.
119,Harry Potter and the Chamber of Secrets,J.K. Rowling,9789764381569,Children & Young Adult,Children's Books,Fantasy,4.29,592,HarperCollins,1960,"Un clásico moderno que mezcla aventura, drama y crítica social de forma magistral."
120,Harry Potter and the Chamber of Secrets,J.K. Rowling,9787840369003,Fiction,Literature & Fiction,"Fantasy, Horror & Science Fiction",4.29,357,Bloomsbury Publishing,2010,Repleta de personajes complejos y giros inesperados que no te dejarán soltar el libro.
121,Harry Potter and the Chamber of Secrets,J.K. Rowling,9782445107623,Fiction,"Fantasy, Horror & Science Fiction",Fantasy,4.29,932,HarperCollins,1975,"Cautivadora desde el primer capítulo, con un desenlace que sorprende y conmueve."
122,Harry Potter and the Chamber of Secrets,J.K. Rowling,9783885160606,Fiction,"Fantasy, Horror & Science Fiction",Fantasy,3.28,488,Bloomsbury Publishing,1962,"Escrita con una prosa elegante, esta obra es un referente en la literatura contemporánea."
123,Harry Potter and the Chamber of Secrets,J.K. Rowling,9789696641605,Fiction,Literature & Fiction,"Fantasy, Horror & Science Fiction",3.28,696,Random House,2019,"Narración brillante que combina suspense, emoción y reflexión filosófica."
124,House of Earth and Blood: Enter the SENSATIONAL Crescent City series with this PAGE-TURNING bestseller,Sarah J. Maas,9787516136967,Fiction,Romance,Paranormal,3.07,704,Penguin Books,1977,Repleta de personajes complejos y giros inesperados que no te dejarán soltar el libro.
125,Man's Search For Meaning: The classic tribute to hope from the Holocaust,Victor E. Frankl,9784535218187,Non-Fiction,Society & Social Sciences,Society & Culture,2.27,255,Random House,2012,"Narración brillante que combina suspense, emoción y reflexión filosófica."
126,Man's Search For Meaning: The classic tribute to hope from the Holocaust,Viktor E Frankl,9785231243298,Non-Fiction,"Biographies, Diaries & True Accounts",True Accounts,1.7,688,Scholastic,1988,Una obra maestra que redefine el género y cautiva al lector desde la primera página.
127,Man's Search For Meaning: The classic tribute to hope from the Holocaust,Victor E. Frankl,9787799799557,Non-Fiction,"Biographies, Diaries & True Accounts",True Accounts,2.27,1024,HarperCollins,2022,"Un clásico moderno que mezcla aventura, drama y crítica social de forma magistral."
128,Man's Search For Meaning: The classic tribute to hope from the Holocaust,Victor E. Frankl,9787744905817,Lifestyle & Leisure,"Health, Family & Personal Development",Personal Transformation,2.27,1197,Random House,1951,Una obra maestra que redefine el género y cautiva al lector desde la primera página.
129,Man's Search For Meaning: The classic tribute to hope from the Holocaust,Victor E. Frankl,9780054119983,Fiction,Literature & Fiction,Classic Fiction,2.27,455,Simon & Schuster,2005,Un viaje apasionante a través de ideas que transforman la manera de ver el mundo.
130,The Boys In The Boat: An Epic Journey to the Heart of Hitler's Berlin,Daniel James Brown,9788079359785,Lifestyle & Leisure,Sports,Sporting Events & Organisations,3.08,849,Hachette Livre,1964,Un relato profundo y emotivo que explora la condición humana con maestría literaria.
131,The Boys in the Boat,Daniel James Brown,9781518203777,Lifestyle & Leisure,Sports,Sporting Events & Organisations,4.55,974,HarperCollins,2006,"Narración brillante que combina suspense, emoción y reflexión filosófica."
132,The Boys in the Boat: An Epic Journey to the Heart of Hitler's Berlin,Daniel James Brown,9782554665909,Lifestyle & Leisure,Sports,Sporting Events & Organisations,8.47,276,Penguin Books,1974,"Cautivadora desde el primer capítulo, con un desenlace que sorprende y conmueve."
133,"Tomorrow, and Tomorrow, and Tomorrow",Gabrielle Zevin,9781864492514,Science & Technology,"Computing, Internet & Digital Media",Programming & Software Development,3.42,363,Bloomsbury Publishing,2008,"Cautivadora desde el primer capítulo, con un desenlace que sorprende y conmueve."
134,"Tomorrow, and Tomorrow, and Tomorrow: A BBC RADIO 2 BOOK CLUB PICK FOR JULY 2022",Gabrielle Zevin,9784629148658,Science & Technology,"Computing, Internet & Digital Media",Programming & Software Development,5.49,1158,Hachette Livre,1950,"Un clásico moderno que mezcla aventura, drama y crítica social de forma magistral."
135,"Haunting Adeline: Cat and Mouse Duet, Book 1",H. D. Carlton,9786850542359,Fiction,"Fantasy, Horror & Science Fiction",Horror,9.2,985,Random House,1982,Imprescindible para cualquier amante de la lectura; una historia que perdura en la memoria.
136,Haunting Adeline (Cat and Mouse Duet Book 1),H. D.  Carlton,9782214188802,Fiction,Literature & Fiction,"Crime, Thriller & Mystery",1.64,721,Scholastic,2002,Una novela que desafía convenciones y ofrece una perspectiva fresca y reveladora.
137,Haunting Adeline (Cat and Mouse Duet Book 1),H. D.  Carlton,9789622292701,Fiction,Romance,Romantic Suspense,1.64,1111,Hachette Livre,1984,Una obra maestra que redefine el género y cautiva al lector desde la primera página.
138,Haunting Adeline (Cat and Mouse Duet Book 1),H. D.  Carlton,9787947383471,Fiction,Romance,Paranormal,1.64,812,Random House,2013,"Un clásico moderno que mezcla aventura, drama y crítica social de forma magistral."
139,Daisy Jones and The Six,Taylor Jenkins Reid,9787746886232,Lifestyle & Leisure,"Arts, Film & Photography",Music,3.67,1039,Scholastic,1972,Una obra maestra que redefine el género y cautiva al lector desde la primera página.
140,The Family Upstairs,Lisa Jewell,9780758181410,Fiction,"Crime, Thriller & Mystery",Thrillers and Suspense,3.93,805,Bloomsbury Publishing,1992,Una obra maestra que redefine el género y cautiva al lector desde la primera página.
141,The Power of Your Subconscious Mind,Joseph Murphy,9788261375062,Business & Law,Business & Economics,Economics,1.09,955,Bloomsbury Publishing,2014,"Narración brillante que combina suspense, emoción y reflexión filosófica."
142,THE POWER OF YOUR SUBCONSCIOUS MIND,Joseph Murphy,9785361530514,Fiction,Literature & Fiction,Classic Fiction,1.26,1035,Penguin Books,2011,"Escrita con una prosa elegante, esta obra es un referente en la literatura contemporánea."
143,THE POWER OF YOUR SUBCONSCIOUS MIND,Joseph Murphy,9780472779014,Lifestyle & Leisure,"Health, Family & Personal Development",Self-Help,1.26,941,Macmillan Publishers,2015,Un viaje apasionante a través de ideas que transforman la manera de ver el mundo.
144,The Power of Your Subconscious Mind: Original Edition | Premium Paperback,Joseph Murphy,9782898614343,Lifestyle & Leisure,"Health, Family & Personal Development",Self-Help,1.26,920,HarperCollins,1986,Una novela que desafía convenciones y ofrece una perspectiva fresca y reveladora.
145,The Power of Your Subconscious Mind,Joseph Murphy,9786971179800,Lifestyle & Leisure,"Health, Family & Personal Development",Self-Help,1.09,1024,Bloomsbury Publishing,1988,"Un clásico moderno que mezcla aventura, drama y crítica social de forma magistral."
146,The Power of Your Subconscious Mind: Original Edition | Premium Paperback,Joseph Murphy,9782460953969,Lifestyle & Leisure,"Health, Family & Personal Development",Personal Transformation,1.26,136,Macmillan Publishers,1983,Una obra maestra que redefine el género y cautiva al lector desde la primera página.
147,THE POWER OF YOUR SUBCONSCIOUS MIND,Joseph Murphy,9785188888065,Fiction,Literature & Fiction,Essays,1.26,134,Macmillan Publishers,2018,"Escrita con una prosa elegante, esta obra es un referente en la literatura contemporánea."
148,BURN AFTER WRITING,Sharon Jones,9785405153190,Education,"Language, Linguistics & Writing",Writing Guides,3.58,942,Scholastic,1981,"Un clásico moderno que mezcla aventura, drama y crítica social de forma magistral."
149,Things We Hide From The Light: the unforgettable sequel to global bestseller Things We Never Got Over (Knockemout Series),Lucy Score,9785852772210,Fiction,Romance,Western & Frontier,4.46,261,Oxford University Press,1993,"Un clásico moderno que mezcla aventura, drama y crítica social de forma magistral."
150,ANIMAL FARM,George Orwell,9783030548688,Fiction,Literature & Fiction,Classic Fiction,0.94,367,Vintage Books,1985,Imprescindible para cualquier amante de la lectura; una historia que perdura en la memoria.
151,"Mockingjay (Hunger Games Trilogy, Book 3)",Suzanne Collins,9783450541568,Children & Young Adult,Teen & Young Adult,Science Fiction & Fantasy,2.6,699,Oxford University Press,2021,"Un clásico moderno que mezcla aventura, drama y crítica social de forma magistral."
152,"The Hunger Games (Hunger Games Trilogy, Book 1)",Suzanne Collins,9785277584163,Children & Young Adult,Teen & Young Adult,Science Fiction & Fantasy,3.65,576,Vintage Books,2014,Una novela que desafía convenciones y ofrece una perspectiva fresca y reveladora.
153,Twisted Love: the must-read brother's best friend romance,Ana Huang,9782845115442,Fiction,Romance,Enemies to Lovers,2.09,1128,Random House,1989,Una obra maestra que redefine el género y cautiva al lector desde la primera página.
154,My First Library: Boxset of 10 Board Books for Kids,Wonder House Books,9782757059646,Children & Young Adult,Children's Books,Education & Reference,4.39,844,Random House,2006,Un viaje apasionante a través de ideas que transforman la manera de ver el mundo.
155,My First Library: Boxset of 10 Board Books for Kids,Wonder House Books,9785820297020,Children & Young Adult,Children's Books,Language Learning,4.39,340,Macmillan Publishers,1964,Un relato profundo y emotivo que explora la condición humana con maestría literaria.
156,My First Library: Boxset of 10 Board Books for Kids,Wonder House Books,9785690927557,Children & Young Adult,Children's Books,"Family, Personal & Social Issues",4.39,1192,Scholastic,1973,Repleta de personajes complejos y giros inesperados que no te dejarán soltar el libro.
157,Book Lovers,EMILY HENRY,9782856543101,Fiction,Romance,New Adult & College,2.79,680,Simon & Schuster,2012,Imprescindible para cualquier amante de la lectura; una historia que perdura en la memoria.
158,"Book Lovers: The Sunday Times bestselling enemies to lovers, laugh-out-loud romcom - a perfect summer holiday read",Emily Henry,9786814473941,Fiction,Romance,Holidays,2.65,189,Vintage Books,1950,Un viaje apasionante a través de ideas que transforman la manera de ver el mundo.
159,Book Lovers,EMILY HENRY,9782172715517,Fiction,Romance,Holidays,2.79,884,Oxford University Press,1990,Una novela que desafía convenciones y ofrece una perspectiva fresca y reveladora.
160,Harry Potter and the Prisoner of Azkaban,J.K. Rowling,9784225831328,Children & Young Adult,Children's Books,"Fantasy, Science Fiction & Horror",4.2,337,Scholastic,2015,Un relato profundo y emotivo que explora la condición humana con maestría literaria.
161,"Harry Potter and the Prisoner of Azkaban, Book 3",J.K. Rowling,9785895782911,Fiction,"Fantasy, Horror & Science Fiction",Fantasy,10.99,905,Vintage Books,2010,Un viaje apasionante a través de ideas que transforman la manera de ver el mundo.
162,Harry Potter and the Prisoner of Azkaban,J.K. Rowling,9787866912513,Fiction,Literature & Fiction,"Fantasy, Horror & Science Fiction",4.2,92,Macmillan Publishers,2013,Repleta de personajes complejos y giros inesperados que no te dejarán soltar el libro.
163,Harry Potter and the Prisoner of Azkaban,J.K. Rowling,9785289226809,Fiction,"Fantasy, Horror & Science Fiction",Fantasy,2.34,1027,Hachette Livre,1970,Un viaje apasionante a través de ideas que transforman la manera de ver el mundo.
164,Harry Potter and the Prisoner of Azkaban,J.K. Rowling,9784225358415,Fiction,"Fantasy, Horror & Science Fiction",Fantasy,4.2,1140,Hachette Livre,1972,"Cautivadora desde el primer capítulo, con un desenlace que sorprende y conmueve."
165,Harry Potter and the Prisoner of Azkaban,J.K. Rowling,9784249818290,Children & Young Adult,Children's Books,Fantasy,4.2,1022,Simon & Schuster,1958,"Cautivadora desde el primer capítulo, con un desenlace que sorprende y conmueve."
166,Harry Potter and the Prisoner of Azkaban,J.K. Rowling,9789959001090,Children & Young Adult,Children's Books,"Fantasy, Science Fiction & Horror",2.34,191,Oxford University Press,2005,Una obra maestra que redefine el género y cautiva al lector desde la primera página.
167,Harry Potter and the Prisoner of Azkaban,J.K. Rowling,9786907844735,Fiction,Literature & Fiction,"Fantasy, Horror & Science Fiction",2.34,253,Random House,1988,Una obra maestra que redefine el género y cautiva al lector desde la primera página.
168,"The Rosie Project (The Rosie Project Series, 1) [Paperback] Simsion, Graeme",Graeme Simsion,9781027677354,Fiction,Romance,Clean & Wholesome,3.76,192,Random House,1962,"Escrita con una prosa elegante, esta obra es un referente en la literatura contemporánea."
169,THINK AND GROW RICH (PB),Napoleon Hill,9785562588154,Children & Young Adult,Teen & Young Adult,Social & Family Issues,1.09,633,Scholastic,2006,Un viaje apasionante a través de ideas que transforman la manera de ver el mundo.
170,THINK AND GROW RICH (PB),Napoleon Hill,9784732104697,Lifestyle & Leisure,"Health, Family & Personal Development",Self-Help,1.09,299,Hachette Livre,1993,Un relato profundo y emotivo que explora la condición humana con maestría literaria.
171,THINK AND GROW RICH (PB),Napoleon Hill,9785953278776,Fiction,Literature & Fiction,Essays,1.09,762,Penguin Books,2018,"Narración brillante que combina suspense, emoción y reflexión filosófica."
172,Think and Grow Rich,Napoleon Hill,9781687339501,Business & Law,Business & Economics,Economics,1.83,279,Oxford University Press,1973,Una obra maestra que redefine el género y cautiva al lector desde la primera página.
173,Think & Grow Rich: Original Edition | Premium Paperback,Napoleon Hill,9789748016247,Business & Law,Business & Economics,Economics,1.09,675,Bloomsbury Publishing,1974,Un viaje apasionante a través de ideas que transforman la manera de ver el mundo.
174,THINK AND GROW RICH (PB),Napoleon Hill,9780609835842,Lifestyle & Leisure,"Health, Family & Personal Development",Personal Transformation,1.09,1066,Random House,1963,Una novela que desafía convenciones y ofrece una perspectiva fresca y reveladora.
